distance_km,traffic_ratio,weather_severity,vehicle_load,driver_fatigue,historical_delay,hub_congestion,product_type,priority,road_quality,temperature_celsius,precipitation_mm,wind_speed_kmh,is_peak_hour,active_incidents,vehicle_type_risk,actual_delay_minutes
165.02,1.27,0.21,0.14,0.54,9.64,13.72,general,standard,0.77,32.8,13.8,10.7,0,0,1.0,7.44
128.95,1.97,0.16,0.24,0.3,6.67,0.33,general,critical,0.85,23.1,8.5,7.0,1,0,1.0,15.8
136.18,1.52,0.24,0.95,0.18,15.88,3.72,general,standard,0.94,34.2,19.2,10.1,0,0,1.0,18.62
99.36,2.29,0.47,0.84,0.35,9.59,0.59,perishable,critical,0.65,23.6,34.1,17.6,1,0,1.2,33.12
231.26,1.86,0.18,0.4,0.4,2.69,7.73,furniture,high,0.77,24.5,9.2,6.7,1,0,1.0,24.64
252.78,1.73,0.26,0.23,0.18,2.35,3.14,medicine,high,0.79,26.7,14.8,11.4,0,1,1.2,39.73
141.35,1.82,0.22,0.6,0.14,7.18,0.94,perishable,high,0.88,31.3,15.3,10.4,0,0,1.2,14.72
157.93,1.23,0.44,0.21,0.32,1.72,3.51,general,high,0.75,26.0,31.7,19.4,0,2,1.0,18.0
60.22,1.21,0.02,0.71,0.36,2.27,1.62,luxury,low,0.79,26.8,1.3,0.8,0,2,1.0,17.25
141.28,2.83,0.65,0.89,0.28,9.34,1.18,luxury,standard,0.74,32.9,50.2,28.8,0,0,1.0,45.05
130.18,1.42,0.18,0.57,0.1,0.72,0.04,medicine,standard,0.97,34.4,13.6,10.7,1,1,1.2,14.32
74.66,1.71,0.68,0.31,0.49,0.11,4.49,perishable,standard,0.77,33.3,49.6,38.2,0,0,1.2,21.13
262.44,2.95,0.55,0.38,0.54,15.3,1.95,luxury,low,0.66,24.8,42.5,28.0,0,0,1.0,91.42
149.2,1.95,0.75,0.44,0.37,1.22,8.06,general,high,0.91,30.6,39.4,35.5,0,1,1.0,21.32
167.13,1.41,0.13,0.96,0.13,0.8,15.4,general,high,0.72,30.1,8.2,7.2,0,2,1.0,17.46
130.96,2.04,0.49,0.87,0.05,4.44,2.37,perishable,standard,0.79,32.1,28.4,17.8,1,0,1.2,51.53
183.42,2.08,0.49,0.59,0.57,11.23,2.19,luxury,standard,0.78,25.1,33.0,19.0,1,1,1.0,45.08
113.26,1.47,0.68,0.72,0.2,2.51,4.52,medicine,standard,0.69,24.5,53.0,34.5,1,0,1.2,35.27
185.74,2.48,0.4,0.19,0.31,5.83,2.44,perishable,high,0.8,27.3,23.6,15.2,1,0,1.2,44.64
83.44,1.57,0.67,0.26,0.07,4.94,0.55,general,low,0.84,29.0,53.6,27.0,1,0,1.0,33.43
224.51,1.2,0.58,0.6,0.11,2.65,1.06,general,standard,0.76,31.4,34.7,27.7,0,0,1.0,12.95
128.79,1.64,0.4,0.21,0.54,0.46,1.11,medicine,high,0.71,31.9,22.8,23.2,0,1,1.2,20.93
189.72,1.13,0.41,0.12,0.06,13.13,8.72,hazmat,low,0.74,29.3,27.4,17.1,0,1,1.4,21.0
151.86,2.3,0.16,0.19,0.19,19.19,1.83,perishable,high,0.77,24.5,10.6,9.5,0,0,1.2,33.4
87.21,2.5,0.17,0.19,0.36,3.95,11.2,medicine,high,0.59,25.0,9.2,6.4,0,2,1.2,37.47
241.2,1.13,0.05,0.77,0.07,0.64,1.21,medicine,standard,0.68,28.4,2.8,2.5,0,0,1.2,10.1
134.99,1.95,0.29,0.86,0.39,6.18,11.27,luxury,low,0.66,25.4,15.9,11.0,1,0,1.0,26.87
153.09,1.68,0.38,0.83,0.23,0.34,1.83,furniture,standard,0.94,30.0,18.8,14.3,0,1,1.0,24.14
184.82,1.33,0.19,0.99,0.3,4.49,3.93,luxury,standard,0.93,26.9,11.2,8.8,0,0,1.0,9.88
200.81,2.65,0.27,0.9,0.67,3.35,2.22,medicine,low,0.65,27.1,13.7,12.9,0,0,1.2,58.13
232.48,1.19,0.45,0.48,0.14,0.27,0.59,hazmat,critical,0.9,33.6,35.9,16.0,1,1,1.4,33.86
122.08,1.2,0.54,0.5,0.4,0.84,7.05,general,low,0.94,32.3,41.5,19.0,1,1,1.0,32.48
91.42,1.37,0.27,0.38,0.16,0.74,2.82,perishable,low,0.67,29.6,20.6,13.1,1,2,1.2,23.18
141.33,1.45,0.51,0.3,0.13,6.2,1.4,perishable,critical,0.88,27.7,40.7,18.9,0,0,1.2,11.95
232.45,1.47,0.47,0.81,0.12,7.21,14.44,furniture,low,0.76,28.7,24.2,20.1,0,0,1.0,22.83
268.62,2.48,0.34,0.67,0.33,0.52,0.66,perishable,critical,0.83,32.6,19.9,18.4,1,0,1.2,58.73
177.77,2.37,0.13,0.23,0.46,2.16,0.89,luxury,standard,0.75,29.4,10.4,7.3,1,0,1.0,25.06
35.43,1.73,0.1,0.73,0.22,0.69,8.55,perishable,critical,0.85,27.8,6.3,5.2,0,0,1.2,9.55
270.53,1.68,0.34,0.27,0.19,12.44,5.06,hazmat,standard,0.78,32.8,21.9,19.1,0,1,1.4,47.62
194.89,1.31,0.41,0.47,0.22,0.31,9.52,general,high,0.8,32.1,22.5,21.0,0,0,1.0,11.76
111.79,1.1,0.36,0.9,0.29,2.58,5.22,hazmat,high,0.7,33.3,25.5,16.3,0,3,1.4,27.92
135.47,2.75,0.2,0.16,0.49,1.38,1.47,perishable,low,0.78,25.6,12.1,10.6,0,0,1.2,50.2
157.28,1.31,0.62,0.43,0.05,13.77,10.5,perishable,low,0.69,31.0,40.2,26.9,1,0,1.2,37.02
264.49,1.93,0.11,0.12,0.36,10.47,1.2,furniture,standard,0.74,32.5,5.7,4.5,1,0,1.0,21.75
211.98,1.63,0.44,0.5,0.12,2.21,1.78,luxury,critical,0.72,29.4,22.9,20.4,0,1,1.0,14.56
33.37,1.3,0.15,0.71,0.88,2.85,4.69,perishable,standard,0.87,24.6,11.7,8.3,0,0,1.2,7.32
152.52,1.45,0.4,0.1,0.66,0.48,1.14,perishable,low,0.78,29.1,27.0,16.5,1,1,1.2,37.4
80.62,1.29,0.1,0.69,0.47,2.53,0.21,furniture,standard,0.89,34.7,6.9,5.1,1,0,1.0,3.9
236.34,2.21,0.29,0.68,0.19,4.03,1.02,perishable,high,0.82,30.5,18.2,13.3,0,0,1.2,52.1
208.73,2.31,0.39,0.92,0.37,2.32,0.08,perishable,critical,0.91,31.9,27.5,22.0,0,0,1.2,36.09
99.01,2.86,0.27,0.5,0.34,0.44,6.99,perishable,high,0.81,26.4,18.9,10.4,1,3,1.2,48.8
155.36,1.84,0.07,0.24,0.43,1.2,0.36,general,high,0.81,31.2,3.6,4.2,0,0,1.0,18.04
240.96,1.36,0.62,0.71,0.21,1.56,12.39,furniture,low,0.76,31.2,44.0,30.6,1,0,1.0,30.23
198.74,2.92,0.2,0.45,0.59,7.36,10.69,luxury,standard,0.79,33.0,14.8,12.0,0,0,1.0,58.03
147.73,1.32,0.46,0.26,0.28,1.14,0.03,medicine,low,0.85,32.4,29.8,24.2,0,0,1.2,15.86
120.08,1.53,0.06,0.66,0.41,5.87,2.45,medicine,high,0.83,31.6,3.4,3.4,1,1,1.2,18.32
138.59,1.97,0.25,0.2,0.37,1.88,4.82,perishable,high,0.97,24.8,13.4,10.3,1,0,1.2,26.71
258.86,1.31,0.19,0.24,0.67,0.59,0.03,furniture,standard,0.65,31.3,14.2,8.0,0,1,1.0,16.63
108.92,2.1,0.61,0.76,0.21,3.48,3.05,general,critical,0.96,30.9,42.6,32.8,1,0,1.0,25.79
227.36,1.48,0.03,0.72,0.32,8.72,1.32,luxury,high,0.89,26.7,1.5,1.3,0,0,1.0,12.37
47.53,1.11,0.16,0.64,0.23,1.81,3.1,medicine,standard,0.73,28.3,8.1,9.0,1,0,1.2,5.98
184.43,1.58,0.08,0.81,0.46,4.43,3.91,hazmat,critical,0.62,31.7,4.0,3.0,0,0,1.4,23.65
42.38,2.71,0.54,0.24,0.36,8.79,18.16,hazmat,critical,0.87,32.7,32.3,21.7,1,1,1.4,38.79
194.84,1.11,0.36,0.17,0.83,1.55,0.63,perishable,high,0.8,28.3,26.4,20.0,0,1,1.2,15.05
206.33,1.41,0.34,0.99,0.4,0.48,0.95,luxury,critical,0.69,35.5,25.4,18.0,1,1,1.0,23.9
84.7,1.33,0.41,0.56,0.21,1.27,2.68,perishable,standard,0.94,27.3,26.2,23.7,1,2,1.2,24.59
248.91,2.24,0.81,0.97,0.27,9.76,1.21,general,standard,0.8,30.7,54.5,31.4,1,0,1.0,55.79
212.68,2.02,0.37,0.63,0.32,1.99,3.06,perishable,standard,0.92,24.9,27.6,15.4,0,0,1.2,27.02
124.77,1.33,0.14,0.74,0.09,0.98,9.8,perishable,high,0.84,28.9,11.1,6.3,0,0,1.2,14.49
218.87,1.75,0.26,0.37,0.24,3.51,13.08,luxury,standard,0.85,29.3,15.2,11.8,1,0,1.0,31.09
19.77,1.52,0.16,0.88,0.06,4.81,1.27,general,standard,0.67,28.2,8.0,8.5,0,0,1.0,7.45
253.84,1.47,0.72,0.45,0.31,3.1,6.42,furniture,high,0.67,25.3,43.7,28.1,0,2,1.0,24.72
58.31,1.74,0.22,0.89,0.19,1.96,13.82,general,high,0.88,29.2,13.0,8.6,1,2,1.0,12.64
76.35,1.52,0.2,0.36,0.07,3.39,1.69,furniture,low,0.84,25.4,13.3,11.5,1,1,1.0,11.41
16.61,2.44,0.17,0.63,0.27,11.68,7.52,furniture,high,0.74,32.2,11.0,6.2,1,3,1.0,18.03
145.02,1.38,0.26,0.8,0.36,5.21,1.25,furniture,critical,0.74,31.0,18.5,9.8,1,0,1.0,10.23
49.06,1.45,0.26,0.81,0.59,2.82,1.5,furniture,standard,0.89,28.7,20.4,10.1,0,0,1.0,5.85
201.81,2.09,0.66,0.81,0.0,8.43,5.32,medicine,standard,0.81,27.7,51.2,38.0,0,0,1.2,51.26
146.84,2.32,0.18,1.0,0.05,0.01,3.95,general,high,0.73,32.7,9.1,6.6,0,1,1.0,31.11
42.04,1.78,0.05,0.96,0.5,1.09,3.9,general,low,0.55,30.8,2.8,2.5,1,0,1.0,13.38
154.23,2.07,0.05,0.28,0.24,3.86,1.95,general,low,0.91,30.2,3.0,2.4,0,1,1.0,24.4
97.9,1.04,0.14,0.43,0.13,5.33,4.43,furniture,standard,0.85,31.8,8.4,4.9,1,1,1.0,2.71
224.73,1.83,0.59,0.56,0.46,3.39,3.5,furniture,high,0.67,28.8,29.0,29.0,0,1,1.0,38.1
70.38,2.13,0.57,0.75,0.21,5.26,0.23,general,critical,0.63,30.2,43.1,32.2,1,0,1.0,25.62
121.8,2.28,0.03,0.71,0.47,4.73,5.51,luxury,high,0.6,27.0,1.8,1.2,1,0,1.0,29.68
121.0,1.94,0.5,0.71,0.12,4.16,2.02,general,standard,0.71,33.9,37.8,23.2,0,1,1.0,22.22
161.0,1.88,0.43,0.35,0.29,0.78,3.54,furniture,critical,0.69,29.2,27.3,22.5,1,0,1.0,32.03
102.35,2.13,0.46,0.4,0.37,2.92,0.97,luxury,high,0.79,29.3,31.7,24.2,0,0,1.0,26.88
246.7,1.49,0.32,0.28,0.33,2.9,5.3,hazmat,standard,0.79,31.1,22.4,15.3,1,2,1.4,41.38
199.95,1.17,0.4,0.89,0.15,1.3,6.45,general,high,0.89,27.7,26.3,15.9,0,0,1.0,8.54
189.29,1.52,0.74,0.48,0.4,11.26,7.6,furniture,standard,0.84,35.4,58.5,33.4,1,2,1.0,34.06
245.01,1.13,0.33,0.52,0.6,10.58,2.93,furniture,standard,0.7,33.2,19.3,19.5,1,3,1.0,22.12
29.58,1.22,0.44,0.96,0.27,1.8,11.97,furniture,critical,0.78,24.2,30.5,23.3,1,1,1.0,22.71
189.83,1.21,0.13,0.92,0.09,1.23,5.83,general,standard,0.77,28.6,9.8,6.4,0,2,1.0,8.98
215.4,1.48,0.19,0.35,0.51,2.49,2.25,general,standard,0.8,28.5,12.0,9.4,0,0,1.0,17.57
107.23,1.36,0.4,0.9,0.25,0.18,6.82,general,high,0.78,25.5,20.9,23.5,0,0,1.0,12.12
169.2,1.2,0.44,0.59,0.06,11.37,1.17,perishable,critical,0.7,33.4,30.0,25.2,0,1,1.2,12.7
187.79,1.11,0.32,0.69,0.67,1.06,1.17,hazmat,standard,0.71,23.8,16.1,11.4,1,1,1.4,22.13
66.77,1.61,0.15,0.49,0.13,1.27,1.52,general,standard,0.74,32.0,10.8,8.7,0,0,1.0,8.67
177.84,1.84,0.7,0.99,0.32,2.98,1.1,perishable,standard,0.97,28.9,44.2,26.5,1,0,1.2,40.94
238.04,2.32,0.17,0.72,0.41,4.31,1.78,perishable,critical,0.7,34.3,10.4,8.2,0,1,1.2,55.01
124.66,2.41,0.35,0.42,0.5,2.89,3.72,furniture,high,0.92,31.3,27.6,14.7,1,0,1.0,49.26
59.11,2.26,0.19,0.61,0.29,3.49,1.28,general,standard,0.75,32.9,9.8,11.2,0,0,1.0,19.63
54.02,1.07,0.74,0.88,0.15,10.36,5.02,perishable,low,0.86,32.3,41.4,36.7,0,0,1.2,23.13
110.98,1.29,0.01,0.16,0.4,8.47,3.71,general,standard,0.88,25.6,0.7,0.6,1,1,1.0,10.37
264.28,1.36,0.05,0.3,0.46,0.06,4.78,medicine,high,0.84,34.9,3.5,1.8,0,1,1.2,22.39
174.69,1.84,0.2,0.11,0.43,3.3,2.51,perishable,high,0.82,29.7,11.4,9.7,0,0,1.2,25.3
164.42,1.28,0.73,0.24,0.42,6.68,10.45,perishable,high,0.72,29.6,45.6,42.8,0,0,1.2,22.69
168.2,3.16,0.22,0.59,0.15,5.98,1.77,general,standard,0.79,32.0,11.2,8.5,0,0,1.0,59.77
225.25,1.11,0.34,0.44,0.19,2.21,4.29,perishable,high,0.64,27.6,27.1,16.1,0,0,1.2,8.81
160.64,1.66,0.69,0.55,0.28,5.75,3.05,general,high,0.83,23.2,54.5,31.3,0,1,1.0,24.12
309.71,1.34,0.34,0.54,0.75,5.02,10.47,perishable,standard,0.71,25.0,18.5,16.1,0,0,1.2,22.19
158.67,1.82,0.27,0.27,0.28,1.51,2.61,general,high,0.73,30.5,15.3,10.0,0,0,1.0,18.28
250.31,1.6,0.14,0.84,0.49,1.18,17.76,medicine,standard,0.83,28.7,7.6,5.9,1,0,1.2,31.4
268.2,2.41,0.15,0.41,0.19,0.37,1.35,furniture,critical,0.7,30.1,10.5,6.9,0,0,1.0,35.36
180.01,1.34,0.56,0.85,0.28,2.86,7.59,hazmat,standard,0.8,31.5,32.3,30.3,0,0,1.4,26.58
138.2,1.11,0.49,0.28,0.49,3.65,17.17,general,standard,0.72,27.3,29.6,25.1,1,0,1.0,20.01
108.42,1.64,0.02,0.41,0.33,0.2,0.64,medicine,critical,0.96,26.2,1.1,0.7,0,0,1.2,5.84
130.59,1.35,0.85,0.68,0.42,2.57,1.78,hazmat,critical,0.75,34.9,51.2,45.1,0,0,1.4,28.48
144.12,1.36,0.27,0.4,0.5,0.48,4.9,perishable,standard,0.82,32.5,20.3,15.3,0,0,1.2,15.14
194.05,2.57,0.08,0.29,0.19,0.39,9.04,general,critical,0.89,33.5,4.3,3.4,0,1,1.0,35.2
105.95,1.11,0.31,0.95,0.45,1.69,5.48,general,high,0.9,32.6,18.1,15.1,0,0,1.0,5.31
98.0,1.65,0.35,0.51,0.09,3.67,0.46,medicine,low,0.69,24.8,26.7,16.5,1,1,1.2,34.01
54.81,1.35,0.35,0.93,0.5,4.72,3.21,perishable,high,0.86,25.7,21.9,15.7,1,1,1.2,10.53
236.26,1.73,0.63,0.99,0.36,4.15,1.74,perishable,standard,0.63,32.7,33.8,28.1,0,0,1.2,38.27
155.2,1.91,0.13,0.43,0.38,16.56,0.44,hazmat,low,0.76,26.6,6.7,7.3,0,2,1.4,52.09
32.26,1.9,0.52,0.41,0.52,1.28,4.41,medicine,standard,0.67,26.7,27.9,18.2,0,1,1.2,19.18
125.5,1.7,0.06,0.29,0.28,2.95,1.96,furniture,critical,0.79,28.6,3.0,2.3,1,0,1.0,9.95
88.84,2.07,0.16,0.56,0.31,3.48,0.0,general,critical,0.89,30.4,11.5,6.2,0,0,1.0,10.99
171.4,1.11,0.47,0.29,0.22,1.16,0.7,perishable,high,0.52,31.6,29.4,18.6,0,0,1.2,10.5
5.38,1.09,0.77,0.32,0.26,1.42,9.29,hazmat,standard,0.71,27.7,58.2,41.2,1,0,1.4,35.73
117.38,1.3,0.09,0.78,0.51,5.24,7.29,furniture,standard,0.66,23.1,5.9,3.7,0,0,1.0,9.58
62.94,1.05,0.32,0.49,0.69,9.77,11.08,furniture,standard,0.83,32.9,20.1,13.9,1,0,1.0,9.54
115.39,1.86,0.03,0.29,0.16,2.65,2.54,perishable,standard,0.89,29.2,1.8,1.2,1,0,1.2,18.44
191.84,2.07,0.05,0.37,0.2,4.45,4.66,perishable,low,0.88,27.8,3.4,2.9,0,0,1.2,35.79
196.66,1.52,0.07,0.27,0.05,20.4,3.22,hazmat,high,0.89,29.4,4.8,2.5,0,0,1.4,22.09
169.37,1.76,0.57,0.32,0.21,7.5,3.1,perishable,low,0.69,30.1,41.3,31.4,0,0,1.2,35.58
71.54,1.15,0.32,0.77,0.44,0.59,1.3,perishable,standard,0.8,30.9,24.4,17.3,0,1,1.2,14.72
94.2,2.34,0.19,0.87,0.43,30.0,7.83,medicine,high,0.86,29.5,10.1,7.1,0,0,1.2,26.83
68.94,1.98,0.12,0.96,0.07,5.95,0.86,general,low,0.85,29.1,9.4,4.9,0,0,1.0,14.56
115.22,1.92,0.43,0.99,0.11,0.86,4.1,general,standard,0.61,31.8,22.7,18.4,1,0,1.0,20.69
28.75,1.23,0.33,0.47,0.45,1.32,11.15,perishable,standard,0.87,27.1,22.5,17.6,1,0,1.2,10.3
50.53,1.12,0.46,0.16,0.44,5.6,4.73,perishable,high,0.88,26.8,34.5,22.8,0,0,1.2,10.69
16.91,2.07,0.49,0.64,0.15,9.16,3.91,hazmat,high,0.67,33.3,38.8,27.6,0,0,1.4,22.48
48.52,2.99,0.17,0.16,0.16,3.67,1.58,perishable,high,0.73,29.1,11.0,6.5,0,0,1.2,19.53
75.91,2.02,0.59,0.73,0.55,4.23,2.49,furniture,high,0.82,27.5,38.5,30.7,1,0,1.0,30.96
75.69,1.19,0.06,0.73,0.08,1.09,0.25,general,low,0.97,27.5,4.2,2.2,0,1,1.0,3.79
30.49,2.45,0.43,0.23,0.26,4.75,0.17,general,critical,0.91,29.8,32.6,21.5,0,0,1.0,11.21
137.36,1.89,0.5,0.79,0.38,4.35,0.02,furniture,high,0.9,29.9,35.6,19.8,0,1,1.0,20.32
212.22,2.85,0.21,0.34,0.59,2.88,1.86,general,high,0.63,27.7,14.7,8.3,0,0,1.0,60.25
257.92,2.35,0.55,0.44,0.43,0.28,0.03,perishable,high,0.8,31.8,43.1,20.0,0,0,1.2,54.15
206.85,1.29,0.22,0.16,0.2,5.42,4.77,luxury,critical,0.79,31.1,16.7,11.7,1,0,1.0,10.21
84.74,1.24,0.3,0.49,0.29,3.66,5.57,general,standard,0.86,31.3,19.0,17.3,0,1,1.0,9.97
219.69,1.08,0.24,0.37,0.35,3.33,3.06,perishable,high,0.74,31.5,18.7,13.3,0,1,1.2,7.95
163.73,2.71,0.51,0.67,0.2,16.7,1.87,perishable,standard,0.85,28.3,32.2,23.6,1,0,1.2,52.61
174.13,1.28,0.1,0.34,0.33,4.3,0.06,medicine,standard,0.83,24.3,5.1,3.7,0,1,1.2,12.27
92.91,2.37,0.37,0.66,0.71,13.39,7.61,perishable,standard,0.71,29.1,28.6,21.8,0,1,1.2,30.19
63.45,1.34,0.23,0.37,0.54,5.81,5.5,perishable,high,0.81,29.6,15.1,11.7,0,0,1.2,7.06
102.39,1.48,0.55,0.31,0.4,1.08,1.03,luxury,standard,0.7,30.8,31.3,22.8,0,0,1.0,9.1
43.99,2.3,0.34,0.77,0.07,4.07,2.44,medicine,high,0.9,24.6,25.6,16.9,1,0,1.2,36.98
177.08,1.75,0.46,0.38,0.5,6.87,15.25,general,standard,0.77,28.3,23.7,26.9,0,0,1.0,22.85
123.37,1.26,0.44,0.29,0.09,6.87,4.76,general,high,0.82,32.5,28.2,18.5,0,0,1.0,8.34
144.15,2.0,0.46,0.96,0.62,0.6,1.36,medicine,high,0.76,25.7,29.2,20.7,0,0,1.2,32.56
262.11,2.02,0.53,0.87,0.28,0.54,1.55,medicine,low,0.87,28.1,27.3,23.4,1,0,1.2,65.91
59.67,1.35,0.15,0.53,0.3,0.11,10.69,general,high,0.9,35.1,8.9,7.3,1,0,1.0,8.71
23.44,1.09,0.37,0.17,0.5,5.24,2.47,perishable,standard,0.61,27.9,26.3,18.0,1,0,1.2,19.81
177.77,1.09,0.18,0.58,0.42,2.51,1.04,furniture,high,0.77,24.5,13.3,7.1,0,1,1.0,5.37
113.24,1.17,0.36,0.13,0.19,7.94,3.17,luxury,high,0.78,31.0,28.0,18.1,0,0,1.0,8.32
146.49,1.44,0.52,0.85,0.3,10.35,5.22,general,low,0.95,27.2,36.3,19.2,0,1,1.0,24.96
190.04,1.59,0.07,0.48,0.15,7.35,2.74,medicine,standard,0.89,32.7,3.5,3.4,1,2,1.2,28.94
303.87,2.65,0.12,0.29,0.49,3.49,1.35,perishable,critical,0.63,30.2,7.0,4.8,1,0,1.2,53.14
220.77,1.44,0.32,0.79,0.39,3.49,4.05,medicine,high,0.95,31.2,22.4,14.3,0,0,1.2,27.94
117.99,2.29,0.24,0.25,0.12,0.76,4.87,general,standard,0.72,31.6,16.3,8.6,1,1,1.0,22.15
79.92,1.66,0.04,0.73,0.52,4.86,3.42,luxury,high,0.95,28.8,3.1,2.1,1,0,1.0,9.88
138.79,1.74,0.16,0.68,0.16,2.1,1.17,general,standard,0.85,33.9,9.5,9.5,0,0,1.0,10.74
75.93,2.07,0.13,0.25,0.27,0.41,0.22,furniture,high,0.72,31.5,6.8,4.9,1,2,1.0,14.92
200.16,2.0,0.07,0.7,0.48,5.46,0.97,luxury,standard,0.91,31.8,5.4,3.1,1,1,1.0,31.86
270.46,2.59,0.33,0.8,0.39,5.18,1.98,perishable,high,0.9,26.0,24.6,15.1,1,0,1.2,66.8
308.3,1.42,0.39,0.8,0.31,0.17,5.2,furniture,high,0.89,29.7,27.8,15.8,0,2,1.0,19.97
151.29,1.03,0.26,0.64,0.39,19.89,10.48,furniture,critical,0.84,35.2,15.5,14.6,1,0,1.0,4.91
96.69,1.73,0.49,0.19,0.08,0.36,4.56,general,critical,0.83,29.7,34.2,23.3,1,0,1.0,19.58
156.62,1.67,0.21,0.25,0.39,1.01,0.02,perishable,high,0.68,33.1,15.5,12.4,0,0,1.2,19.5
125.22,1.09,0.32,0.37,0.25,6.13,3.91,medicine,low,0.88,27.1,21.6,15.1,0,1,1.2,9.52
50.53,2.78,0.18,0.94,0.13,7.21,0.4,hazmat,high,0.75,28.8,8.8,10.1,0,0,1.4,26.22
153.86,1.93,0.46,0.19,0.07,1.94,6.53,medicine,high,0.83,30.9,31.9,26.9,0,0,1.2,26.72
82.82,1.97,0.12,0.59,0.6,5.0,1.53,perishable,low,0.68,25.7,9.5,4.4,0,1,1.2,32.62
129.91,1.71,0.62,0.9,0.56,2.03,1.22,perishable,standard,0.63,35.2,46.6,36.0,1,0,1.2,44.3
147.58,1.39,0.53,0.49,0.17,2.0,2.78,furniture,low,0.76,24.2,27.0,23.8,0,1,1.0,12.14
263.13,2.82,0.28,0.89,0.25,13.17,2.69,perishable,standard,0.91,28.2,16.3,10.0,0,1,1.2,70.79
236.59,2.24,0.46,0.39,0.5,6.28,0.78,medicine,standard,0.65,32.8,25.2,20.0,0,0,1.2,59.93
92.05,2.2,0.12,0.5,0.54,3.64,8.48,medicine,standard,0.63,34.9,6.5,6.0,0,0,1.2,26.67
183.4,1.15,0.21,0.64,0.23,1.29,12.57,general,high,0.78,29.0,14.2,12.4,0,0,1.0,10.76
229.45,1.29,0.52,0.69,0.31,1.84,0.91,medicine,standard,0.73,26.8,26.1,24.2,0,1,1.2,24.82
82.15,2.01,0.52,0.45,0.22,12.31,1.25,medicine,standard,0.65,27.6,31.7,27.2,1,2,1.2,45.73
160.45,1.77,0.54,0.51,0.08,4.03,0.22,perishable,low,0.72,36.1,42.3,21.8,0,1,1.2,31.26
90.35,1.69,0.71,0.65,0.38,3.94,2.23,medicine,standard,0.9,29.1,46.7,33.0,1,1,1.2,37.18
144.2,1.99,0.38,0.87,0.34,2.19,1.71,perishable,low,0.88,30.1,30.1,18.3,0,1,1.2,42.94
175.92,1.31,0.27,0.42,0.29,0.6,1.4,general,low,0.92,31.2,17.2,11.1,1,0,1.0,10.89
227.38,1.43,0.26,0.6,0.47,3.54,9.84,furniture,high,0.93,30.1,18.3,11.7,0,0,1.0,18.64
284.4,1.22,0.47,0.78,0.36,14.21,1.48,luxury,high,0.83,32.2,28.7,24.9,1,1,1.0,27.85
240.22,1.52,0.19,0.97,0.2,5.54,1.82,medicine,critical,0.79,24.0,14.4,9.1,1,3,1.2,35.15
237.07,1.89,0.04,0.21,0.23,2.19,2.11,perishable,standard,0.76,29.3,2.0,2.1,0,0,1.2,29.52
139.83,1.44,0.25,0.17,0.67,8.14,1.64,general,standard,0.69,28.5,15.8,11.9,0,0,1.0,17.73
72.05,1.62,0.61,0.13,0.19,11.19,4.32,hazmat,standard,0.7,36.4,30.0,28.0,0,0,1.4,29.95
37.7,1.24,0.16,0.29,0.41,1.7,10.84,luxury,standard,0.85,35.3,11.1,6.8,1,0,1.0,5.31
231.11,1.22,0.48,0.58,0.24,1.83,0.24,luxury,critical,0.91,31.6,26.2,18.4,0,0,1.0,6.4
222.1,1.79,0.22,0.25,0.23,5.38,0.26,general,standard,0.89,30.7,12.8,8.8,0,0,1.0,14.5
168.45,1.92,0.7,0.32,0.22,3.73,25.0,perishable,standard,0.89,24.3,39.3,31.3,0,0,1.2,34.19
246.66,2.02,0.48,0.25,0.55,2.52,5.91,hazmat,standard,0.79,33.1,27.7,23.1,1,0,1.4,55.5
137.21,1.59,0.37,0.89,0.06,1.13,1.86,medicine,critical,0.58,31.1,25.1,21.6,0,2,1.2,24.91
170.06,1.75,0.23,0.89,0.46,1.73,2.93,hazmat,critical,0.77,36.2,17.6,13.0,1,0,1.4,25.2
225.38,2.12,0.33,0.52,0.43,1.62,6.0,perishable,critical,0.71,27.8,17.0,15.5,0,1,1.2,44.16
200.48,1.11,0.14,0.4,0.18,0.35,0.42,perishable,high,0.73,31.4,9.5,5.7,0,1,1.2,6.95
243.57,2.17,0.12,0.93,0.19,0.32,1.64,general,low,0.75,34.7,9.1,6.9,0,1,1.0,42.27
69.04,1.35,0.4,0.67,0.65,3.77,5.42,perishable,standard,0.76,35.2,30.2,21.1,1,0,1.2,31.56
197.51,1.72,0.36,0.25,0.34,6.52,4.18,perishable,critical,0.59,26.6,19.6,12.6,0,0,1.2,25.58
82.57,2.04,0.61,0.83,0.24,1.25,2.06,hazmat,critical,0.79,28.2,37.8,36.0,1,0,1.4,39.44
196.56,1.5,0.27,0.38,0.55,7.87,2.04,perishable,standard,0.95,35.2,18.4,12.0,0,0,1.2,17.2
141.53,1.91,0.11,0.88,0.29,26.16,12.28,perishable,high,0.93,27.0,6.1,4.3,0,0,1.2,19.62
241.34,1.8,0.17,0.58,0.37,7.99,6.0,perishable,low,0.91,29.6,10.7,6.8,0,0,1.2,38.33
73.57,1.67,0.3,0.72,0.63,2.31,14.83,furniture,standard,0.74,24.8,21.9,12.0,0,0,1.0,16.84
93.25,2.25,0.35,0.74,0.48,7.9,2.83,general,high,0.89,34.8,26.6,12.4,0,0,1.0,24.26
207.3,1.06,0.51,0.14,0.44,2.99,3.7,furniture,critical,0.72,31.9,40.9,18.8,1,0,1.0,16.73
